"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
448652,"AspectJ","Build","aspectj-inbox","RESOLVED","FIXED","AspectJ fails to build with Java 8u25","2014-10-24 14:32:57"
108370,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","NPE at SourceTypeBinding.java:411 on enum switch in intertype method woven into binary class","2005-08-31 12:22:56"
131933,"AspectJ","Compiler","hlhawkins","RESOLVED","FIXED","grotty ClassCastException on referring to pointcut in generic type","2012-04-03 16:00:45"
256779,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","StackOverflowError when @DeclarePrecedence references the aspect in which it's declared","2009-03-27 04:10:20"
86452,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","compiler cannot compile class with @AfterReturning","2005-05-10 11:54:07"
143924,"AspectJ","Compiler","hlhawkins","RESOLVED","FIXED","Missing relationship for declare @method when annotating a method with non primitive argument","2012-04-03 16:16:54"
199130,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Cannot extend generic aspect with more-constrained type parameter","2008-06-09 23:04:01"
36736,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","compiler error expected for implemented abstract pointcuts","2003-04-22 13:24:26"
64222,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","[parsing] Misleading error message for around advice without return type","2008-06-10 15:17:33"
96371,"AspectJ","Compiler","avasseur","RESOLVED","FIXED","Patch to support loading aop.xml properly","2005-05-30 05:59:55"
119543,"AspectJ","Compiler","aclement","RESOLVED","FIXED","[waiting-on-build] StringIndexOutOfBoundsException, perhaps due to nested aspects and targets","2012-04-03 16:18:38"
151182,"AspectJ","LTWeaving","matthew_webster","RESOLVED","FIXED","NPE in BcelWeaver using LTW","2006-09-05 03:57:54"
225785,"AspectJ","Compiler","AJDT-inbox","RESOLVED","FIXED","VerifyError in AJSourceElementParser.parseTypeMemberDeclarations","2008-08-20 15:11:37"
73433,"AspectJ","Compiler","aclement","RESOLVED","FIXED","AspectJ does not correctly support -cp","2004-10-21 04:30:54"
125809,"AspectJ","Compiler","hlhawkins","RESOLVED","FIXED","AjTypeDeclaration in the dom shouldn't have the properties of it's subtype AspectDeclaration","2012-04-03 16:01:27"
475728,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","LTW breaks Eclipse classloading for non javac-named inner classes","2015-09-02 12:07:43"
83377,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","compiler error on inheritance/overriding using introduction","2005-08-21 16:04:20"
137479,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Problems checking override/hiding rules for LTW of decp","2006-04-19 11:48:26"
176718,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","ajc craches with NullPointerException, when current working directory has a name with the suffix .java","2008-06-12 18:53:40"
265360,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[ataspectj] Incorrectly matching types against imports for annotation style aspects built with ajc","2009-02-18 17:22:52"
116899,"AspectJ","Compiler","avasseur","RESOLVED","FIXED","Using -verbose in aop.xml does not yield info messages","2005-11-24 10:35:49"
148388,"AspectJ","LTWeaving","matthew_webster","RESOLVED","FIXED","LTW weaver produces a debug message at the begining","2006-06-28 03:50:46"
121575,"AspectJ","Compiler","aclement","RESOLVED","FIXED","[generics]""abort trouble"" when loading generic class using loadtime weaving","2006-02-15 06:18:52"
154054,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","a change in the body of around advice is not picked up after an inc build","2006-09-25 09:37:34"
77163,"AspectJ","Compiler","matthew_webster","RESOLVED","FIXED","Load time weaver default verbose setting","2012-04-03 15:52:54"
130869,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Pointcut resolution fails against type variables","2006-03-28 02:51:56"
166347,"AspectJ","Docs","aspectj-inbox","RESOLVED","FIXED","AspectJ website points to wrong version of ajdoc documentation","2008-08-21 14:23:56"
328840,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","declare @field failing to cope with some signatures","2010-10-27 12:14:24"
52107,"AspectJ","Docs","aclement","RESOLVED","FIXED","NoSuchMethodError accessing field declared on interface","2004-05-13 05:03:21"
84954,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","File:AjAttribute.java:109","2005-08-26 11:17:06"
141956,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Null Pointer Exception when trying to skip Parent Mungers.","2006-05-18 06:41:37"
269912,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","wasted time building message context when it is only used for command line builds","2009-03-25 12:21:08"
36329,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","The compiler crashes when using aspect libraries created without using -noweave","2003-04-27 18:56:50"
119353,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Inconsistent Implementations of ReferenceType.getDeclaredMethods()","2005-12-09 09:02:37"
150131,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","org.aspectj.ajde.core testcases create ""out"" directory in project root","2006-08-03 08:38:48"
292239,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Method in pointcut not advised by after throwing()","2011-03-28 05:45:45"
415957,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","ComplianceLevel 1.8 does not enable AspectJ 5 changes","2013-08-28 04:13:20"
125405,"AspectJ","IDE","aclement","RESOLVED","FIXED","Bad user template code can lead to exception thrown message","2006-01-31 09:21:40"
136393,"AspectJ","AJBrowser","aspectj-inbox","RESOLVED","FIXED","InterTypeConstructorDeclaration.java:183 NullPointerException","2006-05-05 04:31:36"
174570,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[comp-upgrade Use of varargs cause a compile time error when source level is 6.0","2008-01-22 12:26:42"
343042,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Internal Compiler Error: ClassCastException","2011-04-26 15:54:08"
57783,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","advised by links don't work across packages","2004-04-14 14:53:41"
211607,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[ataspectj][ltw] @Aspect and @Around","2008-08-28 11:36:04"
283229,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","-XaddSerialVersionUID weaves serial version UID into interfaces","2009-07-16 03:46:49"
101411,"AspectJ","Compiler","avasseur","RESOLVED","FIXED","SerialVersionUID handling","2006-03-28 02:35:38"
43064,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","case error in noinline option","2003-11-17 18:29:43"
108094,"AspectJ","Docs","disabled","RESOLVED","FIXED","Hardwire some of the links in the AJ documentation so integration with AJDT is trivial.","2012-04-03 16:07:09"
129566,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","ArrayIndexOutOfBoundsException with regular Java class","2006-03-20 11:15:34"
28956,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","AspectJ ajc compiler limited to 1000 source files","2003-01-07 16:11:03"
51320,"AspectJ","Compiler","aclement","RESOLVED","FIXED","ClasscastException on concretization of if(false)","2004-02-25 06:41:49"
84312,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Finish implementation of *runtime* retention checking","2005-08-25 09:18:55"
141556,"AspectJ","Compiler","hlhawkins","RESOLVED","FIXED","Warnings disappearing after an incremental build without changes","2012-04-03 15:33:49"
196470,"AspectJ","Docs","aspectj-inbox","RESOLVED","FIXED","Developer's Notebook method call join point signatures Typo","2008-03-14 16:07:04"
61768,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","scope for intertype methods","2004-10-21 04:32:36"
149554,"AspectJ","Docs","aspectj-inbox","RESOLVED","FIXED","docs on website still mention CPL rather than EPL","2012-04-03 16:00:50"
221885,"AspectJ","IDE","aspectj-inbox","RESOLVED","FIXED","ClassCastException on Annotation with field of type Class","2008-08-11 12:32:21"
290411,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Aspectj weaver 1.6.1 is more performant than 1.6.5","2009-11-17 11:29:17"
407739,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Change (remove and declare) annottation is not working","2013-06-13 15:25:03"
72528,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","around advice throws java.lang.VerifyError at runtime","2006-05-30 08:49:20"
124999,"AspectJ","Compiler","aclement","RESOLVED","FIXED","[generics] Incorrect call to generic inherited method in around advice","2006-01-26 03:36:55"
159143,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","subtype pattern not working for declare annotation on method","2007-10-11 06:11:50"
469523,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","@Aspect aspect not correctly applied to Java 8 lambda-defined @Beans","2015-06-05 15:38:42"
173694,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Inlined around advice causing NPE in LTW","2008-06-12 15:54:37"
262509,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[plan] Debugger exception when breakpoint triggered at the beginning of a method with before advice","2009-01-27 13:56:20"
340323,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NPE when weaving java.lang.Object at org.aspectj.weaver.bcel.BcelTypeMunger.createAnyBridgeMethodsForCovariance(BcelTypeMunger.java:1251)","2011-03-28 15:37:46"
57430,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","exception printing","2004-05-13 05:07:28"
91053,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Generics problem with Set - does not compile with AspectJ 5","2005-05-09 03:20:01"
115607,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Incorrect structure model for simple declare @type program?","2012-04-03 16:07:18"
384189,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","make ajcore file creation optional","2012-07-03 16:55:37"
70008,"AspectJ","AJDoc","mik.kersten","RESOLVED","FIXED","problem with ajdoc -public","2004-10-21 04:30:48"
100195,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Missing LocalVariableTable debug info for around advice","2005-10-05 05:40:05"
121197,"AspectJ","IDE","aspectj-inbox","RESOLVED","FIXED","IDE complains against abstract pointcuts that cannot be referenced using annotation syntax","2005-12-20 09:33:59"
153535,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Bug in reflection delegate signature for array of object type","2012-04-03 16:16:19"
104046,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","duplicated interfaces due to symbolic links crash ajc","2005-08-10 11:57:56"
433641,"AspectJ","Docs","aspectj-inbox","RESOLVED","FIXED","The word(that) repeated twice word in  chapter 2","2014-06-17 17:27:52"
148906,"AspectJ","AJDoc","hlhawkins","RESOLVED","FIXED","Support -Xlintfile for ajdoc","2012-04-03 16:05:01"
30026,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","NullPointerException when compiling","2003-03-06 14:30:08"
37739,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Unexpected Xlint:unresolvableMember warning with withincode","2003-05-19 14:12:35"
64585,"AspectJ","Docs","adrian.colyer","RESOLVED","FIXED","Stale ITD example code in Programming Guide","2004-10-21 04:31:26"
78261,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","field pattern with ""void"" type should be compile-time error","2005-08-19 10:50:20"
272591,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[WARNING] couldn't find aspectjrt.jar on classpath","2009-04-30 16:44:16"
226163,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","ArrayIndexOutOfBounds in RecoveryScanner","2008-10-28 16:57:33"
44155,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","TODO tasks are miscategorized in Eclipse 3.0M3","2012-04-03 16:04:22"
360331,"AspectJ","Build","aspectj-inbox","RESOLVED","FIXED","Changes in aop.xml ignored by build process","2011-10-11 12:16:44"
28978,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","RuntimeException: Unhandled kind of new on explicit constructor call","2003-01-07 16:11:55"
72623,"AspectJ","Docs","wes","RESOLVED","FIXED","clarify declaring type for signature matching","2004-10-21 04:33:04"
159418,"AspectJ","Docs","aspectj-inbox","RESOLVED","FIXED","Enter new feature link is broken","2006-10-02 07:04:54"
69011,"AspectJ","AJDoc","mik.kersten","RESOLVED","FIXED","ajdoc fails when using default package","2004-10-21 04:31:15"
268611,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NPE when full compile of broken code","2009-03-16 15:53:21"
157335,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","""AspecjtJ Runtime error:couldn't find aspectjrt.jar on classpath"" in a Maven 2 project","2006-09-18 05:42:46"
120527,"AspectJ","Compiler","aclement","RESOLVED","FIXED","declare-parents should qualify as ""use""","2006-02-16 03:05:31"
128699,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Incorrect error on ""declare"" statements","2006-02-20 14:31:53"
64388,"AspectJ","IDE","mpchapman","RESOLVED","FIXED","Extraneous ""null"" entered when creating a new aspect","2004-10-21 04:32:15"
41527,"AspectJ","Compiler","matthew_webster","RESOLVED","FIXED","Allow ""manifest copy"" warning messages to be suppressed","2004-03-19 09:54:38"
33474,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","bad source locations for declare error/warning","2003-03-27 10:48:24"
213751,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[plan] [ataspectj] Found @AspectJ annotations in a non @Aspect type 'SomeAspect'","2008-12-01 15:27:56"
284862,"AspectJ","Compiler","AJDT-inbox","RESOLVED","FIXED","NPE in EclipseResolvedMember.getEclipseAnnotation (when duplicate entries on classpath?)","2009-08-10 14:11:51"
210114,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Assymetric treatment of compiler limitations","2008-08-21 14:00:30"
382723,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","An package-level abstract generic privileged aspect, which extends an abstract generic aspect, gives a IlligalStateException on a method call in around advice","2012-06-15 14:36:55"
153490,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","IllegalStateException thrown: How come we're in AsmObjectType resolving an inner type of something that is NOT a AsmObjectType??","2006-09-25 09:50:41"
314965,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","misleading error: Cannot use annotationvalues with a wild annotation pattern","2010-05-31 13:39:17"
37607,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","Spacewar demo has wrong focus on 14 JVM","2004-10-21 04:32:50"
359332,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NPE in AjBuildManager.java:528 after non-Java/AJ file was renamed","2011-09-29 12:35:00"
73073,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","Inconsistency between starred and nonstarred type patterns in connection with shadowing.","2004-10-21 04:31:14"
159268,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[parsing]Problems accessing before[] , after[] arrays","2008-06-10 15:12:13"
99136,"AspectJ","Compiler","disabled","RESOLVED","FIXED","xlint advice not applied appears twice with cflows","2012-04-03 16:07:01"
54421,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Compile time declarations (warning and error) do not accept string concatenation (with +)","2004-10-21 04:32:18"
78314,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","In normal Java Class: JavaIdentifierNoAround expected after this token","2005-08-20 08:12:41"
203235,"AspectJ","Ant","aspectj-inbox","RESOLVED","FIXED","IAJC outjar removes directories OR removes all non class files","2010-03-15 17:24:46"
341788,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","ajc.bat can only take 9 parameters","2011-04-04 11:39:47"
34911,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","Typo in the Programming guide","2003-04-08 18:28:55"
71516,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Code in ajde-src.zip doesn't match compiled code in CVS","2004-10-21 04:32:29"
71087,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","underspecification of primitive conversion","2004-10-21 04:32:13"
43891,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","Example aspect A in pointcut composition section in prog guide causes recursion","2012-04-03 16:11:27"
264563,"AspectJ","Compiler","AJDT-inbox","RESOLVED","FIXED","[handles] Remove trailing '/' from source path handles","2009-02-12 12:50:25"
254207,"AspectJ","Compiler","AJDT-inbox","RESOLVED","FIXED","NPE when generic type substitution invalid","2008-11-10 11:31:08"
118877,"AspectJ","Docs","adrian.colyer","RESOLVED","FIXED","Programming Guide incorrect about hashCode requirements","2005-12-07 12:11:02"
147801,"AspectJ","LTWeaving","aclement","RESOLVED","FIXED","java.lang.ClassFormatError: Repetitive method name/signature","2006-06-22 04:16:24"
61411,"AspectJ","AJDoc","mik.kersten","RESOLVED","FIXED","AJDoc launch script on Windows can lose arguments","2012-04-03 16:17:00"
93460,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","developer's notebook, chapter 8","2005-06-14 12:10:52"
349764,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Repeated output of ASPECTJ: aspectj.overweaving=true: overweaving switched ON","2011-06-20 13:10:20"
286375,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","NullPointerException at org.aspectj.weaver.ReferenceType.getTypeVariables(ReferenceType.java:738)","2009-09-04 16:49:06"
43602,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","Small tyop in documentation","2004-03-19 09:47:38"
51326,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","mispelled word: ""heirarchy""","2004-03-19 09:49:08"
148537,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","ClassCastException on private nested annotation with @Retention meta-annotation given an array-type value","2006-07-05 05:41:00"
95525,"AspectJ","Compiler","avasseur","RESOLVED","FIXED","@AJ deow","2005-05-20 08:29:11"
354947,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Nullpointer-Exception while parsing definition file (aop.xml) in DocumentParser","2011-08-17 11:54:57"
50200,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","aspectjrt.jar manifest file name needs changing to upper case","2004-03-19 09:43:08"
30663,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","lame error message: ""negation doesn't allow binding""","2010-01-25 08:15:00"
433509,"AspectJ","Docs","aspectj-inbox","RESOLVED","FIXED","Missing release tags in the Git repository","2014-04-28 11:58:41"
243516,"AspectJ","Docs","aspectj-inbox","RESOLVED","FIXED","Aspect doc uses class instead of aspect","2008-08-29 20:37:35"
49814,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","ConfigParser.java:132","2004-01-12 06:44:48"
216067,"AspectJ","AJDoc","aspectj-inbox","RESOLVED","FIXED","Typo in point example","2008-08-20 15:32:14"
216205,"AspectJ","Docs","aspectj-inbox","RESOLVED","FIXED","Typo in Annotations","2008-03-14 16:10:27"
287360,"AspectJ","Build","aspectj-inbox","RESOLVED","FIXED","Invalid link on http://www.eclipse.org/ajdt/downloads/","2009-08-24 11:22:40"
252199,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","jsr269: annotation processing","2014-08-14 15:43:21"
83897,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","add support for compiling in 1.5 mode to AJDE APIs and AJBrowser","2005-01-28 12:31:22"
140010,"AspectJ","Docs","aspectj-inbox","RESOLVED","FIXED","Docs page should reference load-time weaving","2006-05-04 03:55:35"
35660,"AspectJ","Ant","wes","RESOLVED","FIXED","Ajc11CompilerAdapter should support forking","2012-04-03 16:14:24"
149261,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Allow weaving javax..* types","2009-07-01 09:21:59"
72154,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Support for simple dump file","2004-10-21 04:32:08"
115239,"AspectJ","Docs","adrian.colyer","RESOLVED","FIXED","say that aspectOf is only on concrete aspects","2005-11-23 08:24:38"
146546,"AspectJ","Compiler","hlhawkins","RESOLVED","FIXED","Remove hard coded dependency on ""|"" in getFileName(..) methods","2012-04-03 15:48:20"
152871,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Parse bytecode at most once when weaving: 10% CPU time reduction","2006-08-09 02:54:33"
103493,"AspectJ","Ant","wes","RESOLVED","FIXED","Provide an antlib.xml for the ant tasks","2005-07-12 17:03:21"
107412,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Upgrade to Eclipse 3.1 final JDT compiler level","2005-08-19 04:06:27"
323438,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Minor improvements","2012-04-03 16:17:22"
127265,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Support compiler warning for swallowed exception in catch block","2007-07-29 09:18:55"
49636,"AspectJ","Compiler","wes","RESOLVED","FIXED","extend test harness to check extra source locations","2004-03-19 09:55:35"
237561,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Split out the pointcut parser for use standalone","2009-03-31 19:23:16"
121711,"AspectJ","AJDoc","hlhawkins","RESOLVED","FIXED","refactor ajdoc tests to use the sandbox directory","2012-04-03 16:05:32"
108120,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Complete implemenation of runtime pointcut parsing and matching","2005-09-21 11:12:48"
142463,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","BCEL NullPointerException on classpath errors","2008-03-19 01:43:23"
73334,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Avoid clashes in the org.eclipse namespace by renaming our duplicates.","2004-10-21 04:31:10"
48091,"AspectJ","Compiler","jim-aj","RESOLVED","FIXED","Lazy instantiation of thisJoinPoint","2004-02-16 07:01:08"
175806,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Cope better with incorrect linenumber/localvariable tables","2007-10-10 10:22:18"
91719,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Work with Oli B to pull in examples of generating all the LINT messages","2005-05-04 10:38:06"
116679,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Targetting 1.2.1 runtime when building with the 1.5.0 compiler.","2006-04-04 14:19:49"
76798,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Add versions to woven class files - enabling better backwards compatibility.","2005-01-05 06:03:59"
141730,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","new handleProvider required which doesn't depend on sourcelocations","2012-04-03 16:11:58"
357013,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","it would be nice to express != constraints in annotation value matching","2011-09-08 11:48:11"
153772,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Support stdout/stderr specifications for the ant compiler test step","2006-08-15 11:32:32"
84122,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Allow aspectPath to contain directories","2005-03-24 11:37:22"
72379,"AspectJ","Docs","eh-ajdev","RESOLVED","FIXED","static aspects not well explained","2004-10-21 04:31:05"
82171,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","enable ASM interoperability with JavaCore via uniform element handles","2005-08-17 15:39:19"
147679,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Significant Weaving Time Optimization: Extending Fast Matching","2010-01-26 15:21:09"
152979,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Optimization: Reference Use and URL Caching in ClassLoader Repository","2012-04-03 16:18:49"
23891,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","[2.1] Integrate AJDT and Generics","2005-08-17 13:50:09"
242589,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","split matching and weaving","2009-02-16 11:30:20"
46298,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Aspectj generate code does not de-compile cleanly.","2004-10-21 04:31:37"
54819,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Improve error messages from compiler / weaver","2004-03-15 11:35:53"
88862,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Declare annotation on ITDs","2005-03-24 11:43:27"
42660,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","[parsing] cascading errors on some syntax mistakes","2010-01-26 12:44:55"
74562,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","[jdt-parser] Unexpected syntax error with fields named ""after"" or ""before""","2005-08-19 08:46:19"
216178,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Parameter annotation matching","2008-02-26 19:27:07"
155238,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","Trace should use System.identityHashCode, not hashCode","2006-09-05 03:55:28"
78383,"AspectJ","Compiler","avasseur","RESOLVED","FIXED","pertarget.PertargetAspect$ajcMightHaveAspect is implemented by too many objects","2005-09-27 09:25:11"
144607,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Upload aspectj jars to ibiblio","2010-01-26 15:19:28"
367673,"AspectJ","LTWeaving","aspectj-inbox","RESOLVED","FIXED","LTW weaved and generated byte code caching","2012-04-17 16:53:23"
108123,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Improve logging and error reporting in weaver / ajc","2005-10-15 08:07:28"
256669,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","[itds] [annotations] ITD introduced method parameter annotations are lost","2009-01-04 19:19:09"
329925,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Form of declare annotation that removes annotations","2010-12-09 16:46:31"
73369,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Create a jar file that can be used for load-time weaving...","2004-10-21 09:09:57"
153907,"AspectJ","Build","aspectj-inbox","RESOLVED","FIXED","Facilitate LTW testing in a custom ClassLoader hierarchy","2006-10-04 05:48:04"
328649,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Support registering additional dependencies from compilation participants","2010-10-26 15:40:36"
72766,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","AspectJ features for Java 5","2005-08-17 15:00:56"
110465,"AspectJ","Compiler","aclement","RESOLVED","FIXED","Continue AST work","2012-04-03 16:05:38"
70565,"AspectJ","IDE","mik.kersten","RESOLVED","FIXED","Structure model enhancements","2005-08-23 01:11:30"
129525,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Don't Dump Bytecodes to Syserr in LTW","2006-08-25 04:30:39"
165153,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Trace to file using org.aspectj.tracing.file System Property","2006-11-22 10:07:14"
141497,"AspectJ","Docs","mpchapman","RESOLVED","FIXED","Convert website to  phoenix look and feel","2006-12-18 09:15:16"
158949,"AspectJ","Build","aspectj-inbox","RESOLVED","FIXED","Allow org.aspectj.runtime bundle and runtime5 fragment to be used in a Runtime Workbench","2006-09-27 08:00:59"
147711,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Add an option to generate aj-synthetics with true synthetic flag","2007-07-29 09:20:23"
61374,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Version the BCEL libraries to allow graceful failure when the wrong version is found.","2004-10-21 04:31:23"
68494,"AspectJ","AJDoc","mik.kersten","RESOLVED","FIXED","ajdoc does not support .aj files","2004-10-21 04:32:02"
92906,"AspectJ","Compiler","disabled","RESOLVED","FIXED","showWeaveInfo for declare annotations","2005-05-06 08:43:11"
71548,"AspectJ","Compiler","adrian.colyer","RESOLVED","FIXED","Upgrade compiler to correctly process Java 1.5 source code","2005-03-22 09:14:49"
123423,"AspectJ","Library","aclement","RESOLVED","FIXED","RFE: Expose withinType for pertypewithin aspects","2006-10-18 10:42:34"
120473,"AspectJ","Compiler","aspectj-inbox","RESOLVED","FIXED","Don't Create Separate Weaving Adaptors for Reflection Loaders","2012-04-03 15:43:53"
228633,"AspectJ","Compiler","AJDT-inbox","RESOLVED","FIXED","AST Support for PointcutDesignators","2008-05-08 22:23:44"
